iter	Passed	Remaining
410	2763	3960
411	2769	3951
412	2774	3943
413	2780	3935
414	2785	3926
415	2790	3917
416	2796	3910
417	2804	3904
418	2810	3896
419	2815	3888
420	2820	3879
421	2826	3871
422	2832	3863
423	2838	3856
424	2844	3849
425	2850	3841
426	2856	3833
427	2861	3824
428	2866	3815
429	2872	3808
430	2877	3799
431	2882	3790
432	2888	3782
433	2893	3773
434	2899	3766
435	2905	3758
436	2911	3751
437	2917	3743
438	2922	3734
439	2927	3726
440	2933	3718
441	2938	3709
442	2944	3701
443	2949	3693
444	2953	3683
445	2960	3676
446	2966	3669
447	2971	3660
448	2976	3652
449	2982	3644
450	2988	3637
451	2995	3631
452	3000	3623
453	3006	3615
454	3012	3608
455	3018	3600
456	3023	3592
457	3028	3584
458	3033	3575
459	3038	3566
460	3043	3558
461	3048	3549
462	3053	3541
463	3058	3533
464	3063	3525
465	3068	3516
466	3073	3508
467	3078	3499
468	3083	3491
469	3088	3483
470	3094	3475
471	3099	3467
472	3105	3460
473	3110	3452
474	3115	3443
475	3120	3434
476	3126	3427
477	3131	3419
478	3137	3412
479	3142	3404
480	3148	3396
481	3153	3389
482	3158	3381
483	3163	3373
484	3169	3365
485	3174	3357
486	3179	3348
487	3184	3340
488	3188	3332
489	3193	3323
490	3197	3315
491	3202	3306
492	3208	3299
493	3213	3292
494	3219	3284
495	3225	3277
496	3229	3268
497	3234	3260
498	3240	3253
499	3245	3245
500	3250	3237
501	3255	3229
502	3260	3221
503	3265	3213
504	3271	3206
505	3276	3198
506	3280	3190
507	3285	3182
508	3290	3174
509	3295	3166
510	3300	3158
511	3306	3151
512	3311	3143
513	3316	3136
514	3322	3128
515	3327	3120
516	3331	3112
517	3337	3105
518	3342	3097
519	3347	3089
520	3352	3082
521	3357	3074
522	3362	3066
523	3367	3058
524	3372	3051
525	3376	3043
526	3381	3035
527	3387	3027
528	3392	3020
529	3397	3012
530	3403	3005
531	3408	2998
532	3414	2991
533	3421	2985
534	3427	2978
535	3433	2971
536	3439	2965
537	3444	2958
538	3449	2950
539	3455	2943
540	3461	2936
541	3466	2929
542	3472	2922
543	3477	2915
544	3482	2907
545	3488	2900
546	3493	2893
547	3499	2886
548	3505	2879
549	3511	2872
550	3516	2865
551	3521	2858
552	3527	2851
553	3534	2845
554	3540	2838
555	3546	2831
556	3551	2824
557	3557	2817
558	3563	2810
559	3568	2803
560	3573	2796
561	3579	2790
562	3585	2783
563	3591	2776
564	3597	2769
565	3602	2762
566	3607	2755
567	3613	2747
568	3618	2740
569	3623	2733
570	3627	2725
571	3632	2718
572	3637	2710
573	3642	2703
574	3647	2696
575	3652	2688
576	3657	2681
577	3662	2673
578	3667	2666
579	3673	2660
580	3679	2653
581	3685	2647
582	3691	2640
583	3697	2633
584	3702	2626
585	3711	2622
586	3718	2616
587	3725	2610
588	3732	2604
589	3737	2597
590	3742	2590
591	3747	2582
592	3751	2575
593	3756	2567
594	3762	2561
595	3766	2553
596	3771	2545
597	3776	2538
598	3781	2531
599	3786	2524
600	3791	2517
601	3796	2510
602	3801	2503
603	3806	2495
604	3811	2488
605	3816	2481
606	3822	2474
607	3828	2468
608	3834	2462
609	3841	2456
610	3847	2449
611	3853	2442
612	3858	2435
613	3862	2428
614	3867	2420
615	3871	2413
616	3876	2406
617	3882	2399
618	3886	2391
619	3891	2384
620	3895	2377
621	3900	2370
622	3905	2363
623	3909	2355
624	3915	2349
625	3919	2341
626	3924	2334
627	3929	2327
628	3934	2320
629	3939	2313
630	3944	2306
631	3949	2299
632	3953	2292
633	3957	2284
634	3962	2277
635	3966	2270
636	3971	2263
637	3976	2256
638	3980	2248
639	3984	2241
640	3989	2234
641	3994	2227
642	3998	2219
643	4003	2213
644	4007	2205
645	4012	2198
646	4018	2192
647	4023	2185
648	4028	2178
649	4033	2171
650	4037	2164
651	4042	2157
652	4046	2150
653	4051	2143
654	4055	2136
655	4060	2129
656	4065	2122
657	4070	2115
658	4074	2108
659	4080	2101
660	4084	2094
661	4089	2088
662	4094	2081
663	4099	2074
664	4103	2067
665	4108	2060
666	4113	2053
667	4118	2046
668	4123	2040
669	4128	2033
670	4133	2026
671	4138	2019
672	4143	2013
673	4147	2006
674	4153	1999
675	4158	1993
676	4164	1986
677	4170	1980
678	4176	1974
679	4183	1968
680	4189	1962
681	4194	1955
682	4200	1949
683	4206	1943
684	4210	1936
685	4215	1929
686	4220	1923
687	4226	1916
688	4231	1910
689	4237	1903
690	4242	1897
691	4248	1890
692	4253	1884
693	4258	1877
694	4263	1871
695	4268	1864
696	4273	1857
697	4279	1851
698	4284	1845
699	4290	1838
700	4296	1832
701	4301	1825
702	4306	1819
703	4311	1812
704	4317	1806
705	4322	1800
706	4327	1793
707	4333	1787
708	4338	1780
709	4343	1774
710	4348	1767
711	4353	1761
712	4358	1754
713	4363	1747
714	4367	1740
715	4372	1734
716	4378	1728
717	4382	1721
718	4387	1714
719	4392	1708
720	4398	1701
721	4403	1695
722	4407	1688
723	4413	1682
724	4417	1675
725	4422	1669
726	4427	1662
727	4433	1656
728	4438	1649
729	4443	1643
730	4447	1636
731	4452	1630
732	4457	1623
733	4463	1617
734	4468	1610
735	4473	1604
736	4478	1598
737	4483	1591
738	4487	1585
739	4492	1578
740	4497	1572
741	4502	1565
742	4508	1559
743	4513	1553
744	4519	1547
745	4526	1541
746	4531	1534
747	4536	1528
748	4541	1521
749	4546	1515
750	4551	1508
751	4556	1502
752	4560	1496
753	4566	1489
754	4570	1483
755	4575	1476
756	4580	1470
757	4585	1463
758	4589	1457
759	4594	1450
760	4599	1444
761	4604	1438
762	4608	1431
763	4613	1425
764	4617	1418
765	4622	1412
766	4626	1405
767	4631	1399
768	4636	1392
769	4641	1386
770	4645	1379
771	4650	1373
772	4655	1367
773	4659	1360
774	4664	1354
775	4668	1347
776	4675	1341
777	4680	1335
778	4685	1329
779	4690	1322
780	4695	1316
781	4700	1310
782	4706	1304
783	4711	1297
784	4716	1291
785	4721	1285
786	4726	1279
787	4731	1272
788	4735	1266
789	4740	1260
790	4744	1253
791	4748	1247
792	4753	1240
793	4757	1234
794	4761	1227
795	4766	1221
796	4770	1215
797	4775	1208
798	4779	1202
799	4784	1196
800	4788	1189
801	4793	1183
802	4798	1177
803	4804	1171
804	4810	1165
805	4814	1158
806	4820	1152
807	4825	1146
808	4829	1140
809	4834	1134
810	4840	1127
811	4846	1122
812	4852	1116
813	4858	1110
814	4863	1103
815	4868	1097
816	4873	1091
817	4878	1085
818	4883	1079
819	4889	1073
820	4893	1066
821	4898	1060
822	4903	1054
823	4908	1048
824	4913	1042
825	4917	1035
826	4922	1029
827	4927	1023
828	4932	1017
829	4937	1011
830	4942	1005
831	4947	998
832	4952	992
833	4957	986
834	4961	980
835	4967	974
836	4972	968
837	4977	962
838	4982	956
839	4988	950
840	4992	943
841	4998	937
842	5002	931
843	5007	925
844	5011	919
845	5016	913
846	5021	907
847	5026	900
848	5032	894
849	5037	888
850	5042	882
851	5048	876
852	5052	870
853	5058	864
854	5064	858
855	5069	852
856	5073	846
857	5079	840
858	5084	834
859	5088	828
860	5094	822
861	5099	816
862	5103	810
863	5108	804
864	5114	798
865	5119	792
866	5126	786
867	5131	780
868	5135	774
869	5140	768
870	5145	762
871	5151	756
872	5157	750
873	5163	744
874	5169	738
875	5174	732
876	5180	726
877	5186	720
878	5191	714
879	5196	708
880	5201	702
881	5206	696
882	5212	690
883	5217	684
884	5222	678
885	5228	672
886	5234	666
887	5240	661
888	5246	655
889	5252	649
890	5257	643
891	5262	637
892	5268	631
893	5273	625
894	5278	619
895	5283	613
896	5289	607
897	5294	601
898	5298	595
899	5303	589
900	5309	583
901	5313	577
902	5318	571
903	5323	565
904	5328	559
905	5333	553
906	5338	547
907	5343	541
908	5347	535
909	5353	529
910	5358	523
911	5364	517
912	5369	511
913	5374	505
914	5379	499
915	5383	493
916	5388	487
917	5393	481
918	5398	475
919	5402	469
920	5407	463
921	5412	457
922	5417	451
923	5422	446
924	5427	440
925	5432	434
926	5438	428
927	5442	422
928	5447	416
929	5451	410
930	5456	404
931	5461	398
932	5466	392
933	5471	386
934	5476	380
935	5482	374
936	5487	368
937	5492	363
938	5497	357
939	5501	351
940	5507	345
941	5512	339
942	5517	333
943	5523	327
944	5528	321
945	5533	315
946	5539	310
947	5544	304
948	5549	298
949	5555	292
950	5559	286
951	5564	280
952	5570	274
953	5575	268
954	5579	262
955	5585	257
956	5591	251
957	5596	245
958	5601	239
959	5606	233
960	5613	227
961	5618	221
962	5622	216
963	5629	210
964	5634	204
965	5640	198
966	5644	192
967	5650	186
968	5655	180
969	5659	175
970	5665	169
971	5670	163
972	5676	157
973	5681	151
974	5687	145
975	5692	139
976	5697	134
977	5702	128
978	5707	122
979	5712	116
980	5717	110
981	5723	104
982	5729	99
983	5735	93
984	5741	87
985	5746	81
986	5752	75
987	5757	69
988	5762	64
989	5767	58
990	5771	52
991	5776	46
992	5782	40
993	5787	34
994	5792	29
995	5797	23
996	5803	17
997	5807	11
998	5812	5
999	5817	0
